ID,"Submit Year","Start Year",Title,Description,Institution,Investigators,Discipline
DP110103025,2010,2011,"'Liquid Gold': Establishing the place of donated human milk in the tissue economy","Donated human milk can offer profound benefits to the health and survival of hospitalised pre-term infants yet Australia is slow to adopt its use. This research explores the policies and practices of donated human milk use in Australia, and will contribute to the development of donated breast milk policy, and progress current tissue donation theory.","University of Technology, Sydney","Dr Katherine E Carroll; Prof Roderick A Iedema; Mr Mark Berlage","Attitudes to breastmilk, theory of tissue donation, medical sociology, visual ethnography"
12/572,2012,2013,"Building an electrochemical biosensor for early detection of marine pathogens",,"University of Technology, Sydney","Dr Olivier F Laczka",
FT100100971,2010,2011,"Novel Data Mining Techniques for Complex Network Analysis and Control","This project will develop novel data mining theories and algorithms to analyse complex networks for safe information publishing and sharing across networks. It will enable smart information use in bioinformatics, social science, and business intelligence, help protect against cybercrime, and promote Australia's international research profile.","University of Technology, Sydney","A/Prof Xingquan Zhu; Dr Yvonne Cheng; Prof Chengqi Zhang","complex networks, data mining, graph theoretical analysis, machine learning"
FT100100238,2010,2011,"Philanthropy, celebrity and governance in the People's Republic of China","This project is the first major study of the new phenomenon of celebrity philanthropy and its governance in present-day China. It will provide knowledge of government and philanthropic responses to some of the problems associated with unequal development in China and increase Australia's capacity to engage effectively with a rapidly changing china.","University of Technology, Sydney","A/Prof Elaine Jeffreys; Dr Yvonne Cheng; Prof Lesley E Farrell","China, Philanthropy, governance, government, celebrity"
0298001,2009,2009,"Invenstigation an analysis of current trends in the worldwide mobility of health professionals (Department of Health Policy and Administration, University of the Philippines)",,"University of Technology, Sydney","Ms Michele Rumsey; Mr Craig A Archer; Prof James Buchan; Dr Marilyn Lorenzo; Prof John Daly",
LE110100170,2010,2010,"A tunable femtosecond light source for materials and biological sciences (ANU Administered Grant)",,"University of Technology, Sydney","Mr Mark G. Humphrey; Dr Marie Cifuentes; Dr Marek Samoc; A/Prof Stuart Batten; Dr Andrew M McDonagh; Prof Elmars Rudolf Krausz; A/Prof Warwick Hillier; Prof Keith Spencer Murray; Dr Ron J Pace",
"S3A BA1",,2011,"Cross-Scale Barriers to Adaptation in Local Government Australia",,"University of Technology, Sydney","Dr Pierre Mukheibir; Dr Natasha Kuruppu; Ms Anna Gero; Ms Emma J Herriman; Ms Vicky Boutas",
LE120100062,2011,2012,"The Australasian Legal History Library: Creating Historical Depth in Legal Data on AustLII, to Improve all Legal Research  - LIEF LE120100062","The Australasian Legal History Library, to be located on AustLII and available for free access, will provide the most comprehensive online source of pre-1950 Australasian primary legal materials (legislation, cases etc) and a broad selection of key secondary sources (law reform reports, textbooks, memoirs, journal articles etc). Comprehensive legislation and case law from all colonies (subsequently States, Territories or NZ) up to 1950 will be added if possible. Citation records in the automated LawCite citator will show how these historical materials are used in current legal decisions. A sub-Library will be dedicated to the colonial period. The Library will revolutionise AustLII, making it near-comprehensive for Australasian law.","University of Technology, Sydney","Prof Andrew S Mowbray; Prof Graham William Greenleaf; Dr Lisa Ford; Prof Amanda Nettelbeck; Prof Ross Grantham; Prof Anne Twomey; Mr Mark Finnane; Prof John Williams; Mr Andrew Buck; Mr Bruce Kercher; Prof Michael A Adams; Dr Robert Foster; A/Prof Stefan Petrow; Dr Catherine Bond; Prof Shaunnagh G Dorsett; Mr Mark Lunney; A/Prof Peter McDermott; Prof Wilfrid Prest; Ms Judith Jones; Prof helen Irving; Prof Margaret Otlowski; Mr Naish Peterson; Ms Kim Warburton; Dr Nerida A Cole","legal information system;text retrieval;hypertext;citations;comparative law;history"
DP1092892,2009,2010,"Novel technologies to resolve the role of organic matter on iron chemistry and bioavailability in the South Pacific Ocean","Iron limits primary productivity in up to 40% of the ocean, thus affecting Earth s climate. Determining what controls iron bioavailability (i.e the fraction of iron available to phytoplankton) is the main challenge to understand how iron limits oceanic primary productivity and biodiversity. In the ocean, iron is mainly present as organic iron. A unique array of novel and powerful technologies will be used for the first time to determine how organic matter influences the cycling, reactivity and bioavailability of iron. A significant advance in our understanding of the parameters controlling iron bioavailability is expected; critical for the regulation of marine systems and their climate mitigating effect.","University of Technology, Sydney","Dr Martina A Doblin; Dr Christel S Hassler; Dr Andrew Ross Bowie; Dr Carol Anne Mancuso-Nichols; Prof Vera Slaveykova- Startcheva; TBA Research-Student","iron; bioavailability; primary productivity; organic matter; climate change; ocean;"
GNT1022422,2011,2012,"Birthplace in Australia: A Prospective Cohort Study",APP1022422,"University of Technology, Sydney","Prof Caroline S Homer; Prof Maralyn Foureur; Prof David Ellwood; Prof Jeremy Oats; Dr Helen McLachaln; Dr Della Forster; Ms Hannah Grace Dahlen; Prof Peter Brocklehurst; Mr Mark Berlage; Dr Nerida A Cole",
ALNGRA10128,,2010,"Life-span prediction of cement-based construction materials",,"University of Technology, Sydney","Prof Abhi S Ray",
LP110100062,2010,2011,"Peopling educational policy: Realising the new Australian English and mathematics curricula",,"University of Technology, Sydney","Prof Lesley E Farrell; Prof Peter A Sullivan; Prof Peter Freebody; Prof James J Albright; Prof Douglas M Clarke; Prof David J Clarke; Ms Susan Parker",
LP120200484,2011,2012,"Doubly disadvantaged: harnessing elements of resilience and establishing information for systems change","Lack of support to address physical and learning challenges in the critical early years of life can have devastating consequences for Aboriginal children with a disability, their parents/carers, family, and community, contributing to a life-long cycle of disadvantage. The UTS-AMSWS-UWS partnership aims to better understand experiences and trajectories of Aboriginal families of children with a disability, within the socio-cultural and environmental context of Western Sydney, to develop a solution-based pathway. This significant research represents an opportunity to reduce health disparities faced by Aboriginal Australians and develop strategies to facilitate non-Aboriginal and Aboriginal professionals working together in childhood disability","University of Technology, Sydney","Prof Patricia M Davidson; Dr Michelle DiGiacomo; Prof Rosemary R Johnston; Penelope A Abbott; Mr Frank Vincent; Ms Joanne Delaney; Mrs Patricia Delaney; Ms Lee Williamson; Ms Natalie Chung","Social Justice and support,Disability healthcare,Childhood disability,Indigenous health rights"
DP120102545,2011,2012,"Quest for zero optical loss","The objective of this project is to discover ways to minimize optical losses in plasmonic and meta-material nano-antennas. Nano-antennas are exciting new components that can be used in refractometric sensors, meta-material lenses, plasmonic circuitry, spectrally-selective coatings and filters, or single molecule biosensors. However, exploitation of the field is being held back by the intrinsic chemical and physical limitations of the various materials available. In particular, improvements in the corrosion resistance and the electrical conductivity at optical frequencies are needed. This project will consequently enhance prospects for technological breakthroughs in this field.","University of Technology, Sydney","Prof Michael B Cortie; Dr Vicki J Keast; Dr Nerida A Cole","plasmonicsoptical propertiesintermetallic compoundsmaterials selection"
